Salary
1348.95
816.5
1352.4
618.7
1537.55
1038.45
1232.8
920.0
1382.3
1711.2
1398.4
2174.65
587.65
519.8
1476.6
1408.75
993.6
2287.35
1543.3
806.15
1207.5
1636.45
1542.15
1354.7
1305.25
2134.4
1228.2
1461.65
784.3
696.9
1561.7
871.7
815.35
903.9
707.25
729.1
1353.55
1360.45
721.05
1041.9
903.9
1490.4
1498.45
718.75
563.5
1332.85
1465.1
1255.8
1213.25
1975.7
1291.45
702.65
1220.15
602.6
1725.0
1071.8
1192.55
1454.75
1680.15
970.6
696.9
1181.05
710.7
1297.2
684.25
1467.4
665.85
1712.35
822.25
1524.9
1588.15
658.95
1964.2
1146.55
1251.2
1489.25
921.15
687.7
931.5
869.4
875.15
932.65
1297.2
1528.35
1204.05
723.35
1545.6
1644.5
1274.2
663.55
667.0
763.6
962.55
1340.9
1054.55
1110.9
1220.15
648.6
1309.85
629.05
1314.45
648.6
1062.6
1492.7
1688.2
714.15
1001.65
1683.6
949.9
761.3
895.85
1529.5
805.0
800.4
608.35
661.25
968.3
1507.65
892.4
523.25
1232.8
870.55
717.6
721.05
1403.0
1614.6
1378.85
602.6
703.8
519.8
989.0
1411.05
1373.1
1228.2
1388.05
1383.45
1255.8
1516.85
700.35
578.45
1562.85
1337.45
1469.7
959.1
826.85
1585.85
785.45
940.7
1300.65
607.2
1236.25
662.4
1098.25
980.95
1978.0
963.7
1384.6
2508.15
1162.65
1359.3
1450.15
1539.85
625.6
537.05
1676.7
1081.0
1362.75
1321.35
1276.5
1679.0
518.65
1351.25
1292.6
675.05
1268.45
938.4
852.15
1749.15
1105.15
1117.8
1879.1
1150.0
1630.7
2385.1
1231.65
1079.85
523.25
1170.7
1582.4
685.4
1519.15
707.25
1431.75
839.5
1094.8
1021.2
1173.0
776.25
563.5
627.9
1691.65
725.65
1559.4
1539.85
763.6
563.5
805.0
1159.2
1620.35
1117.8
1658.3
1288.0
1664.05
596.85
1536.4
862.5
1204.05
1294.9
1344.35
1365.05
1553.65
1313.3
1319.05
649.75
716.45
1400.7
1376.55
2025.15
859.05
829.15
1138.5
1376.55
1722.7
1626.1
1047.65
778.55
1179.9
1491.55
1384.6
677.35
779.7
548.55
564.65
1255.8
1106.3
1185.65
653.2
564.65
1230.5
1535.25
1337.45
1513.4
846.4
1322.5
1040.75
813.05
857.9
1373.1
1337.45
1048.8
1673.25
1592.75
556.6
849.85
1523.75
1228.2
1515.7
1651.4
1191.4
1193.7
593.4
729.1
2416.15
750.95
974.05
790.05
854.45
539.35
1209.8
840.65
1091.35
884.35
1486.95
1682.45
755.55
653.2
892.4
1501.9
1256.95
611.8
1215.55
1942.35
1008.55
555.45
929.2
1321.35
962.55
808.45
1194.85
877.45
1012.0
1288.0
1555.95
1650.25
541.65
893.55
1601.95
1535.25
623.3
1162.65
1618.05
1334.0
979.8
876.3
943.0
915.4
934.95
2411.55
1650.25
1523.75
1161.5
534.75
1139.65
1667.5
1414.5
1721.55
672.75
1645.65
966.0
1489.25
642.85
916.55
1002.8
833.75
847.55
2089.55
894.7
1329.4
2117.15
959.1
841.8
1670.95
1146.55
1099.4
1052.25
2643.85
1132.75
1150.0
1328.25
569.25
646.3
1386.9
2823.25
1531.8
1101.7
1565.15
662.4
1308.7
1706.6
641.7
1069.5
1208.65
760.15
1219.0
773.95
1160.35
530.15
707.25
1136.2
1668.65
1664.05
732.55
1631.85
1222.45
925.75
1199.45
1531.8
1446.7
611.8
1006.25
1390.35
895.85
2771.5
571.55
947.6
686.55
1405.3
1391.5
1421.4
2118.3
1121.25
570.4
971.75
603.75
943.0
572.7
767.05
793.5
1567.45
554.3
722.2
1374.25
540.5
1581.25
553.15
923.45
2870.4
1627.25
994.75
1012.0
603.75
962.55
1668.65
1222.45
648.6
971.75
685.4
583.05
1537.55
1192.55
1269.6
1075.25
1550.2
1240.85
1570.9
1491.55
1391.5
1035.0
1577.8
1447.85
2593.25
1266.15
726.8
640.55
1025.8
576.15
1294.9
1237.4
1559.4
1194.85
1213.25
1124.7
744.05
704.95
1591.6
1491.55
1125.85
2356.35
943.0
1268.45
523.25
677.35
684.25
932.65
1001.65
1498.45
767.05
648.6
606.05
1692.8
845.25
1721.55
809.6
1422.55
816.5
1229.35
1802.05
1139.65
784.3
1135.05
1574.35
1345.5
943.0
673.9
1239.7
670.45
1300.65
663.55
1380.0
1204.05
1558.25
648.6
1722.7
1705.45
1650.25
1343.2
934.95
535.9
762.45
765.9
788.9
902.75
1598.5
1516.85
1624.95
1416.8
1659.45
1704.3
1547.9
1139.65
698.05
1399.55
939.55
1047.65
1334.0
718.75
1644.5
1674.4
1291.45
1605.4
546.25
1413.35
591.1
929.2
862.5
953.35
557.75
917.7
1144.25
679.65
1614.6
1194.85
589.95
1129.3
546.25
772.8
992.45
1137.35
748.65
799.25
656.65
1251.2
924.6
1025.8
1601.95
681.95
1221.3
1236.25
837.2
1208.65
587.65
1244.3
1185.65
885.5
619.85
1292.6
982.1
951.05
564.65
1404.15
791.2
763.6
822.25
763.6
2349.45
667.0
1243.15
1608.85
1665.2
1354.7
745.2
1202.9
855.6
2044.7
1384.6
1578.95
2234.45
1040.75
1636.45
1670.95
656.65
1711.2
1208.65
933.8
1699.7
1669.8
868.25
1009.7
1105.15
902.75
629.05
1626.1
1090.2
1725.0
1049.95
966.0
1363.9
683.1
829.15
787.75
1460.5
537.05
1481.2
577.3
1262.7
611.8
1000.5
1334.0
747.5
1062.6
1348.95
1170.7
1254.65
770.5
596.85
1466.25
1009.7
817.65
632.5
1232.8
606.05
610.65
1669.8
803.85
730.25
1317.9
898.15
664.7
2107.95
863.65
900.45
701.5
1725.0
1658.3
1075.25
785.45
1391.5
1028.1
711.85
1204.05
949.9
899.3
829.15
1411.05
668.15
1246.6
1599.65
872.85
1568.6
2363.25
1409.9
1261.55
1099.4
1367.35
1335.15
660.1
1700.85
709.55
1160.35
1232.8
1421.4
1344.35
1682.45
837.2
1308.7
1064.9
1305.25
1167.25
1635.3
1536.4
715.3
978.65
585.35
1635.3
1452.45
660.1
967.15
1139.65
802.7
1597.35
542.8
546.25
1615.75
908.5
1100.55
901.6
2462.15
1401.85
1228.2
1319.05
1440.95
744.05
1596.2
1444.4
526.7
1209.8
1206.35
1187.95
1658.3
741.75
901.6
648.6
1330.55
1459.35
1470.85
955.65
2354.05
832.6
1205.2
1361.6
847.55
2337.95
672.75
987.85
818.8
1370.8
1046.5
1048.8
769.35
1031.55
823.4
1047.65
1151.15
907.35
1581.25
1229.35
722.2
1345.5
940.7
1346.65
1541.0
625.6
1301.8
1408.75
1154.6
924.6
1296.05
1932.0
677.35
1729.6
1276.5
1520.3
793.5
2095.3
2466.75
2579.45
1163.8
1462.8
771.65
753.25
946.45
1162.65
1432.9
982.1
1683.6
1300.65
1661.75
1002.8
1024.65
1299.5
746.35
809.6
1575.5
1521.45
1213.25
1198.3
658.95
1657.15
1638.75
1434.05
851.0
1327.1
905.05
1413.35
1077.55
995.9
1642.2
1368.5
1061.45
687.7
1406.45
1499.6
676.2
702.65
1030.4
1061.45
1474.3
1884.85
669.3
909.65
1624.95
1675.55
1607.7
595.7
814.2
892.4
831.45
1289.15
944.15
886.65
1342.05
552.0
1427.15
1658.3
932.65
1346.65
992.45
1643.35
1384.6
1289.15
1015.45
1209.8
765.9
1408.75
517.5
1489.25
669.3
770.5
870.55
1231.65
1102.85
1135.05
1368.5
1690.5
1631.85
1396.1
653.2
1251.2
550.85
1461.65
1348.95
549.7
753.25
788.9
1159.2
1324.8
765.9
532.45
1550.2
2611.65
1074.1
1006.25
1053.4
1206.35
1296.05
1619.2
549.7
1531.8
762.45
1660.6
1353.55
1070.65
1690.5
1197.15
1114.35
1534.1
1138.5
1409.9
601.45
1215.55
562.35
851.0
929.2
2448.35
880.9
1984.9
1605.4
595.7
595.7
1131.6
1152.3
1603.1
740.6
771.65
1489.25
1643.35
1353.55
1177.6
680.8
591.1
519.8
883.2
860.2
653.2
1652.55
1458.2
1458.2
729.1
980.95
849.85
1933.15
1141.95
1360.45
610.65
1325.95
572.7
885.5
1361.6
798.1
1197.15
1189.1
678.5
698.05
730.25
869.4
1221.3
1725.0
937.25
704.95
1662.9
1382.3
1664.05
668.15
724.5
1314.45
1083.3
1089.05
962.55
1582.4
649.75
614.1
1585.85
1704.3
732.55
603.75
1217.85
626.75
787.75
944.15
1358.15
1168.4
1007.4
2456.4
586.5
1148.85
1167.25
556.6
1444.4
708.4
676.2
748.65
900.45
1343.2
922.3
1293.75
2258.6
1070.65
1685.9
1282.25
1227.05
1468.55
853.3
1328.25
554.3
724.5
2176.95
599.15
763.6
951.05
652.05
1267.3
1215.55
1007.4
1276.5
1658.3
1178.75
1109.75
625.6
1654.85
1367.35
670.45
1340.9
1427.15
931.5
1076.4
922.3
1477.75
1415.65
2723.2
1419.1
1061.45
861.35
1376.55
1090.2
943.0
1702.0
934.95
1627.25
1138.5
1672.1
1519.15
1515.7
800.4
570.4
1595.05
1276.5
2693.3
925.75
2802.55
959.1
1457.05
1238.55
1187.95
1619.2
1703.15
1506.5
976.35
1224.75
887.8
1104.0
